x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,0.022965848445892334,-0.22513431310653687,0.08175379037857056,-0.35451894998550415,0.16236382722854614,-0.4344070851802826,0.2021229863166809,-0.5228161215782166,0.21608763933181763,-0.23697173595428467,0.23248779773712158,-0.245652973651886,0.1884203553199768,-0.23222512006759644,0.15526115894317627,-0.2201094627380371,0.23833692073822021,-0.10820150375366211,0.22952932119369507,-0.14572405815124512,0.1878434419631958,-0.14722907543182373,0.15860795974731445,-0.13035517930984497,0.22775977849960327,0.0003376603126525879,0.22440612316131592,-0.05823725461959839,0.1884174942970276,-0.057571589946746826,0.1552940011024475,-0.04670119285583496,0.20772415399551392,0.0872156023979187,0.20991957187652588,0.03419315814971924,0.1796765923500061,0.021734654903411865,0.14948242902755737,0.02338731288909912,approve
0.0,0.0,0.012389302253723145,-0.17618250846862793,0.059183359146118164,-0.2784402370452881,0.12182742357254028,-0.3379616141319275,0.1493578553199768,-0.4051012694835663,0.1623523235321045,-0.1859075129032135,0.16842472553253174,-0.182776540517807,0.13455218076705933,-0.1728401482105255,0.11035078763961792,-0.16511675715446472,0.17856454849243164,-0.08844375610351562,0.1624404788017273,-0.10415977239608765,0.13079583644866943,-0.10222244262695312,0.10827159881591797,-0.0907021164894104,0.16948843002319336,-0.006577014923095703,0.15461772680282593,-0.040361881256103516,0.1281619668006897,-0.036900222301483154,0.10498344898223877,-0.029925048351287842,0.15282952785491943,0.06204390525817871,0.14715838432312012,0.039101362228393555,0.12481963634490967,0.030711591243743896,0.10293328762054443,0.026576995849609375,approve
0.0,0.0,0.037160277366638184,-0.0746113657951355,0.08281800150871277,-0.1175423264503479,0.12151426076889038,-0.15184035897254944,0.1421239972114563,-0.1927986741065979,0.11659178137779236,-0.09805527329444885,0.16327381134033203,-0.054757535457611084,0.13849115371704102,-0.043502748012542725,0.122425377368927,-0.050425589084625244,0.11312788724899292,-0.048388779163360596,0.15634918212890625,-0.013072550296783447,0.13060438632965088,-0.008520901203155518,0.11144551634788513,-0.01818472146987915,0.10377579927444458,0.0007938742637634277,0.1451404094696045,0.027486860752105713,0.1182052493095398,0.02928328514099121,0.09651848673820496,0.018586277961730957,0.09389466047286987,0.04458332061767578,0.1229240894317627,0.057868361473083496,0.10138595104217529,0.05504328012466431,0.0835789144039154,0.04506176710128784,approve
0.0,0.0,-0.01825582981109619,-0.09234803915023804,-0.011937975883483887,-0.1659846305847168,-0.004627585411071777,-0.23213106393814087,-0.011828124523162842,-0.28070393204689026,0.049437254667282104,-0.18474143743515015,0.10492813587188721,-0.19383493065834045,0.08461475372314453,-0.16902053356170654,0.06505465507507324,-0.15986567735671997,0.07841694355010986,-0.13992100954055786,0.12127447128295898,-0.15363368391990662,0.09937024116516113,-0.12988707423210144,0.08131396770477295,-0.11887016892433167,0.09766072034835815,-0.08987975120544434,0.13406646251678467,-0.11325904726982117,0.11276841163635254,-0.08833914995193481,0.09235471487045288,-0.07750874757766724,0.11117792129516602,-0.044571101665496826,0.13711130619049072,-0.0690203309059143,0.11711472272872925,-0.051552772521972656,0.09823226928710938,-0.040156543254852295,approve
0.0,0.0,0.017363667488098145,-0.05445224046707153,0.03959748148918152,-0.09358978271484375,0.06020289659500122,-0.12625181674957275,0.0689852237701416,-0.1562095284461975,0.08543586730957031,-0.05722367763519287,0.09415727853775024,-0.05465233325958252,0.07910811901092529,-0.05112558603286743,0.0653257966041565,-0.05127674341201782,0.08942073583602905,-0.021037638187408447,0.09430670738220215,-0.0272865891456604,0.08115243911743164,-0.0284883975982666,0.06841230392456055,-0.027096867561340332,0.08413517475128174,0.010766029357910156,0.09015083312988281,0.0016434192657470703,0.07709211111068726,0.0009652376174926758,0.06302595138549805,0.00029164552688598633,0.07431900501251221,0.0384136438369751,0.07911574840545654,0.031270503997802734,0.06772148609161377,0.02723783254623413,0.055962711572647095,0.024983644485473633,approve
0.0,0.0,0.009235799312591553,-0.212520569562912,0.06009852886199951,-0.3418382406234741,0.1345270872116089,-0.42034244537353516,0.16921520233154297,-0.5058414936065674,0.20181870460510254,-0.2419021725654602,0.20583605766296387,-0.23270437121391296,0.16550159454345703,-0.2102503776550293,0.13662844896316528,-0.19644597172737122,0.22711044549942017,-0.122772216796875,0.2103896141052246,-0.1261257529258728,0.17117416858673096,-0.1178898811340332,0.14356660842895508,-0.10198479890823364,0.21989494562149048,-0.019769668579101562,0.2081398367881775,-0.03836333751678467,0.17460483312606812,-0.031040430068969727,0.14579451084136963,-0.022686660289764404,0.20206642150878906,0.06880271434783936,0.198747456073761,0.05756646394729614,0.16911804676055908,0.05224132537841797,0.1430463194847107,0.04902774095535278,approve
0.0,0.0,-0.0014524459838867188,-0.16012078523635864,0.02995753288269043,-0.2785353660583496,0.07507628202438354,-0.3644151985645294,0.09645980596542358,-0.4370173215866089,0.143163800239563,-0.22215372323989868,0.13717174530029297,-0.21472316980361938,0.10740357637405396,-0.1903645396232605,0.08519214391708374,-0.17480406165122986,0.1671850085258484,-0.13559776544570923,0.14532798528671265,-0.13685140013694763,0.11297130584716797,-0.12095990777015686,0.09021109342575073,-0.1038469672203064,0.16818511486053467,-0.053123414516448975,0.14585226774215698,-0.07206931710243225,0.11771291494369507,-0.05603104829788208,0.09297341108322144,-0.04268491268157959,0.16124200820922852,0.018134236335754395,0.15199518203735352,0.003888845443725586,0.1272825002670288,0.006550848484039307,0.10446137189865112,0.010230064392089844,approve
0.0,0.0,0.04393583536148071,-0.13105589151382446,0.09989690780639648,-0.19127768278121948,0.15998756885528564,-0.21582937240600586,0.19613641500473022,-0.24866002798080444,0.16777139902114868,-0.06670087575912476,0.1649085283279419,-0.07771193981170654,0.13475221395492554,-0.08992964029312134,0.11184310913085938,-0.09577769041061401,0.16096007823944092,0.01498478651046753,0.15060049295425415,-0.01807105541229248,0.1243661642074585,-0.036305904388427734,0.10196173191070557,-0.036769092082977295,0.13880491256713867,0.07422518730163574,0.1328158974647522,0.03264826536178589,0.11059600114822388,0.021056294441223145,0.0867801308631897,0.017221808433532715,0.1147879958152771,0.1181442141532898,0.11670178174972534,0.08874928951263428,0.09846490621566772,0.07126516103744507,0.07750725746154785,0.061293601989746094,approve
0.0,0.0,-0.02057546377182007,-0.12859660387039185,-0.013043642044067383,-0.22808358073234558,-0.005403041839599609,-0.31569957733154297,-0.01901233196258545,-0.38336610794067383,0.0679287314414978,-0.25832879543304443,0.138688862323761,-0.27291303873062134,0.11216944456100464,-0.23654833436012268,0.08568185567855835,-0.2225990891456604,0.10690277814865112,-0.19433006644248962,0.1613706350326538,-0.21881330013275146,0.13348817825317383,-0.1892164945602417,0.10845088958740234,-0.17111122608184814,0.1335790753364563,-0.1257619857788086,0.1797037124633789,-0.16326963901519775,0.15317589044570923,-0.1325390338897705,0.12473642826080322,-0.11293613910675049,0.15467697381973267,-0.06476759910583496,0.1867777705192566,-0.1022612452507019,0.16157317161560059,-0.07906442880630493,0.13688218593597412,-0.06106477975845337,approve
0.0,0.0,0.037839651107788086,-0.08620911836624146,0.08894234895706177,-0.1358250379562378,0.13168317079544067,-0.17297229170799255,0.15293723344802856,-0.22133570909500122,0.13063162565231323,-0.10926949977874756,0.17747867107391357,-0.06087273359298706,0.1508488655090332,-0.0528218150138855,0.1336219310760498,-0.06363135576248169,0.12684684991836548,-0.050012052059173584,0.16949349641799927,-0.015589475631713867,0.14207565784454346,-0.013601422309875488,0.1238703727722168,-0.023774564266204834,0.11537528038024902,0.007204949855804443,0.15892118215560913,0.028202176094055176,0.13088202476501465,0.03032582998275757,0.10888543725013733,0.01895439624786377,0.10606616735458374,0.05611753463745117,0.13515400886535645,0.06411796808242798,0.11229941248893738,0.061891376972198486,0.09362617135047913,0.05289238691329956,approve
